Date,Day,Origin Display Name,,Destination Display Name,Daily Mean Travel Time (Seconds),Daily Range - Lower Bound Travel Time (Seconds),Daily Range - Upper Bound Travel Time (Seconds),AM Mean Travel Time (Seconds),AM Range - Lower Bound Travel Time (Seconds),AM Range - Upper Bound Travel Time (Seconds),PM Mean Travel Time (Seconds),PM Range - Lower Bound Travel Time (Seconds),PM Range - Upper Bound Travel Time (Seconds),Midday Mean Travel Time (Seconds),Midday Range - Lower Bound Travel Time (Seconds),Midday Range - Upper Bound Travel Time (Seconds),Evening Mean Travel Time (Seconds),Evening Range - Lower Bound Travel Time (Seconds),Evening Range - Upper Bound Travel Time (Seconds),Early Morning Mean Travel Time (Seconds),Early Morning Range - Lower Bound Travel Time (Seconds),Early Morning Range - Upper Bound Travel Time (Seconds)
05/13/2017,Thursday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila",,"Pagasa Extension, Santa Mesa, Maynila, Kalakhang Maynila",1547,1231,1944,,,,1722,1448,2047,1572,1281,1929,1461,1177,1814,958,771,1191
05/14/2017,Friday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila",,"Pagasa Extension, Santa Mesa, Maynila, Kalakhang Maynila",927,729,1180,,,,3630,2938,4484,,,,,,,927,729,1180
05/15/2017,Saturday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila",,"Pagasa Extension, Santa Mesa, Maynila, Kalakhang Maynila",3626,2374,5539,,,,,,,3893,2752,5508,,,,,,
05/16/2017,Sunday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila",,"Pagasa Extension, Santa Mesa, Maynila, Kalakhang Maynila",2684,1830,3936,,,,4090,3420,4892,2633,2208,3140,1754,1457,2112,,,
05/17/2017,Monday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila",,"Pagasa Extension, Santa Mesa, Maynila, Kalakhang Maynila",2389,1568,3638,,,,,,,2916,2355,3610,1409,1247,1593,1248,822,1895
05/18/2017,Tuesday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila",,"Pagasa Extension, Santa Mesa, Maynila, Kalakhang Maynila",2442,1611,3702,,,,,,,,,,2067,1475,2897,1247,989,1572
05/19/2017,Wednesday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila",,"Pagasa Extension, Santa Mesa, Maynila, Kalakhang Maynila",1699,1286,2245,,,,1539,1382,1713,2296,1807,2918,1315,1120,1544,1065,792,1432
05/20/2017,Thursday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila",,"Pagasa Extension, Santa Mesa, Maynila, Kalakhang Maynila",1013,772,1329,,,,1576,1308,1900,1423,1165,1739,1595,1147,2218,1013,772,1329
05/21/2017,Friday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila",,"Pagasa Extension, Santa Mesa, Maynila, Kalakhang Maynila",974,772,1229,,,,2249,1996,2533,2235,1716,2912,1466,1116,1924,974,772,1229
05/22/2017,Saturday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila",,"Pagasa Extension, Santa Mesa, Maynila, Kalakhang Maynila",1217,889,1666,,,,2758,2180,3488,2920,2223,3837,1846,1374,2481,1217,889,1666
05/23/2017,Sunday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila",,"Pagasa Extension, Santa Mesa, Maynila, Kalakhang Maynila",1365,999,1866,,,,4028,3632,4468,,,,2362,1834,3041,1365,999,1866
05/24/2017,Monday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila",,"Pagasa Extension, Santa Mesa, Maynila, Kalakhang Maynila",1145,935,1401,,,,2890,2130,3920,2612,2165,3151,1726,1364,2186,1145,935,1401
05/25/2017,Tuesday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila",,"Pagasa Extension, Santa Mesa, Maynila, Kalakhang Maynila",2526,1905,3350,,,,2942,2140,4044,2472,1832,3336,2351,1891,2923,1440,874,2373
05/26/2017,Wednesday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila",,"Pagasa Extension, Santa Mesa, Maynila, Kalakhang Maynila",1895,1449,2477,,,,2005,1749,2298,,,,1563,1282,1904,1317,1073,1617
05/27/2017,Thursday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila",,"Pagasa Extension, Santa Mesa, Maynila, Kalakhang Maynila",1025,858,1225,,,,1642,1419,1901,1482,1203,1827,1634,1263,2113,1025,858,1225
05/28/2017,Friday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila",,"Pagasa Extension, Santa Mesa, Maynila, Kalakhang Maynila",981,804,1198,1772,1559,2015,2205,1747,2782,1971,1555,2497,1451,1199,1755,981,804,1198
05/29/2017,Saturday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila",,"Pagasa Extension, Santa Mesa, Maynila, Kalakhang Maynila",2922,2323,3676,,,,3188,2639,3851,2793,2180,3577,2827,2328,3434,,,
05/30/2017,Sunday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila",,"Pagasa Extension, Santa Mesa, Maynila, Kalakhang Maynila",2435,1765,3359,1762,1582,1962,,,,2916,2267,3750,,,,,,
05/31/2017,Monday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila",,"Pagasa Extension, Santa Mesa, Maynila, Kalakhang Maynila",2191,1463,3280,2712,2295,3204,,,,,,,1525,1176,1978,1461,967,2206
06/01/2017,Tuesday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila",,"Pagasa Extension, Santa Mesa, Maynila, Kalakhang Maynila",,,,,,,3407,2864,4054,2616,2125,3219,2315,1792,2989,,,
06/02/2017,Wednesday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila",,"Pagasa Extension, Santa Mesa, Maynila, Kalakhang Maynila",1571,1252,1972,,,,,,,,,,1392,1157,1676,1077,873,1327
06/03/2017,Thursday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila",,"Pagasa Extension, Santa Mesa, Maynila, Kalakhang Maynila",1124,918,1375,,,,1066,964,1179,1249,984,1586,1014,871,1181,,,
06/04/2017,Friday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila",,"Pagasa Extension, Santa Mesa, Maynila, Kalakhang Maynila",1005,847,1192,,,,2149,1585,2915,1581,1301,1922,1235,1035,1473,1005,847,1192
