Date,Day,Origin Display Name,Destination Display Name,Daily Mean Travel Time (Seconds),Daily Range - Lower Bound Travel Time (Seconds),Daily Range - Upper Bound Travel Time (Seconds),AM Mean Travel Time (Seconds),AM Range - Lower Bound Travel Time (Seconds),AM Range - Upper Bound Travel Time (Seconds),PM Mean Travel Time (Seconds),PM Range - Lower Bound Travel Time (Seconds),PM Range - Upper Bound Travel Time (Seconds),Midday Mean Travel Time (Seconds),Midday Range - Lower Bound Travel Time (Seconds),Midday Range - Upper Bound Travel Time (Seconds),Evening Mean Travel Time (Seconds),Evening Range - Lower Bound Travel Time (Seconds),Evening Range - Upper Bound Travel Time (Seconds),Early Morning Mean Travel Time (Seconds),Early Morning Range - Lower Bound Travel Time (Seconds),Early Morning Range - Upper Bound Travel Time (Seconds)
05/18/2017,Thursday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",,,,,,,2250,1660,3048,2105,1258,3524,1812,1337,2454,,,
05/19/2017,Friday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",,,,,,,,,,1638,1176,2279,1608,1124,2300,,,
05/20/2017,Saturday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",997,845,1177,,,,,,,,,,,,,,,
05/21/2017,Sunday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",,,,,,,,,,,,,,,,,,
05/22/2017,Monday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",1553,1151,2095,,,,1586,1388,1811,1913,1381,2649,1095,881,1361,,,
05/23/2017,Tuesday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",2005,1512,2657,,,,2355,1831,3029,1643,1302,2073,,,,,,
05/24/2017,Wednesday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",1764,1288,2417,,,,2051,1572,2676,1538,1239,1909,,,,,,
05/25/2017,Thursday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",1646,1233,2197,,,,,,,1556,1229,1970,,,,,,
05/26/2017,Friday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",,,,,,,,,,1436,1091,1889,1276,999,1631,,,
05/27/2017,Saturday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",959,657,1400,,,,,,,,,,1089,878,1349,923,624,1363
05/28/2017,Sunday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",1704,1235,2351,,,,,,,,,,,,,,,
05/29/2017,Monday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",,,,,,,,,,1664,1362,2033,2090,1139,3833,,,
